trackID,class,frame,xmin,ymin,xmax,ymax,time,date
13,person,101,1019,12,1066,136,23:22:21,02|Dec|2020
28,person,101,1750,432,1847,676,23:22:21,02|Dec|2020
2,person,102,966,125,1026,281,23:22:21,02|Dec|2020
3,person,102,1598,896,1697,1079,23:22:21,02|Dec|2020
4,person,102,1052,19,1109,163,23:22:21,02|Dec|2020
5,person,102,1025,133,1082,298,23:22:21,02|Dec|2020
6,person,102,496,638,645,919,23:22:21,02|Dec|2020
7,person,102,1658,43,1719,190,23:22:21,02|Dec|2020
12,person,102,939,653,1064,888,23:22:21,02|Dec|2020
13,person,102,1017,8,1068,140,23:22:21,02|Dec|2020
28,person,102,1747,435,1846,682,23:22:21,02|Dec|2020
2,person,103,969,126,1029,279,23:22:21,02|Dec|2020
3,person,103,1596,900,1696,1079,23:22:21,02|Dec|2020
4,person,103,1053,15,1111,165,23:22:21,02|Dec|2020
5,person,103,1029,134,1084,296,23:22:21,02|Dec|2020
6,person,103,493,643,641,920,23:22:21,02|Dec|2020
7,person,103,1660,42,1721,190,23:22:21,02|Dec|2020
12,person,103,943,650,1067,884,23:22:21,02|Dec|2020
13,person,103,1017,12,1065,139,23:22:21,02|Dec|2020
28,person,103,1746,439,1845,683,23:22:21,02|Dec|2020
2,person,104,970,127,1030,279,23:22:21,02|Dec|2020
3,person,104,1594,904,1695,1080,23:22:21,02|Dec|2020
4,person,104,1054,15,1113,165,23:22:21,02|Dec|2020
5,person,104,1033,133,1087,293,23:22:21,02|Dec|2020
6,person,104,492,649,636,917,23:22:21,02|Dec|2020
7,person,104,1661,41,1721,187,23:22:21,02|Dec|2020
12,person,104,947,650,1072,884,23:22:21,02|Dec|2020
13,person,104,1015,13,1063,141,23:22:21,02|Dec|2020
28,person,104,1744,444,1843,686,23:22:21,02|Dec|2020
2,person,105,972,126,1033,279,23:22:21,02|Dec|2020
3,person,105,1592,905,1694,1080,23:22:21,02|Dec|2020
4,person,105,1055,15,1113,164,23:22:21,02|Dec|2020
5,person,105,1037,134,1088,290,23:22:21,02|Dec|2020
6,person,105,482,652,633,935,23:22:21,02|Dec|2020
7,person,105,1662,38,1721,184,23:22:21,02|Dec|2020
12,person,105,953,648,1077,878,23:22:21,02|Dec|2020
13,person,105,1015,17,1061,140,23:22:21,02|Dec|2020
28,person,105,1741,448,1841,689,23:22:21,02|Dec|2020
2,person,106,973,125,1034,280,23:22:21,02|Dec|2020
3,person,106,1591,906,1695,1080,23:22:21,02|Dec|2020
4,person,106,1055,15,1113,164,23:22:21,02|Dec|2020
5,person,106,1038,135,1089,289,23:22:21,02|Dec|2020
6,person,106,479,654,631,941,23:22:21,02|Dec|2020
7,person,106,1663,38,1721,183,23:22:21,02|Dec|2020
12,person,106,955,647,1078,877,23:22:21,02|Dec|2020
13,person,106,1014,18,1060,140,23:22:21,02|Dec|2020
28,person,106,1740,450,1840,690,23:22:21,02|Dec|2020
2,person,107,975,125,1036,281,23:22:21,02|Dec|2020
3,person,107,1590,914,1691,1080,23:22:21,02|Dec|2020
4,person,107,1056,15,1113,162,23:22:21,02|Dec|2020
5,person,107,1040,135,1090,287,23:22:21,02|Dec|2020
6,person,107,476,656,626,941,23:22:21,02|Dec|2020
7,person,107,1663,35,1722,182,23:22:21,02|Dec|2020
12,person,107,958,647,1081,878,23:22:21,02|Dec|2020
13,person,107,1013,19,1058,140,23:22:21,02|Dec|2020
28,person,107,1738,452,1837,690,23:22:21,02|Dec|2020
2,person,108,977,125,1039,280,23:22:21,02|Dec|2020
3,person,108,1589,924,1686,1080,23:22:21,02|Dec|2020
4,person,108,1056,14,1112,158,23:22:21,02|Dec|2020
5,person,108,1042,135,1091,286,23:22:21,02|Dec|2020
6,person,108,471,659,619,942,23:22:21,02|Dec|2020
7,person,108,1663,32,1723,181,23:22:21,02|Dec|2020
12,person,108,962,644,1084,871,23:22:21,02|Dec|2020
13,person,108,1013,20,1058,140,23:22:21,02|Dec|2020
28,person,108,1735,455,1834,690,23:22:21,02|Dec|2020
2,person,109,980,121,1041,276,23:22:22,02|Dec|2020
3,person,109,1589,934,1683,1080,23:22:22,02|Dec|2020
4,person,109,1057,13,1113,157,23:22:22,02|Dec|2020
5,person,109,1043,127,1094,284,23:22:22,02|Dec|2020
6,person,109,467,662,614,942,23:22:22,02|Dec|2020
7,person,109,1662,29,1723,182,23:22:22,02|Dec|2020
12,person,109,965,640,1088,870,23:22:22,02|Dec|2020
13,person,109,1013,20,1057,138,23:22:22,02|Dec|2020
28,person,109,1732,457,1831,687,23:22:22,02|Dec|2020
2,person,110,983,119,1044,273,23:22:22,02|Dec|2020
3,person,110,1589,940,1681,1080,23:22:22,02|Dec|2020
4,person,110,1059,13,1112,148,23:22:22,02|Dec|2020
5,person,110,1047,126,1098,280,23:22:22,02|Dec|2020
6,person,110,461,666,607,945,23:22:22,02|Dec|2020
7,person,110,1662,27,1723,183,23:22:22,02|Dec|2020
12,person,110,973,638,1094,866,23:22:22,02|Dec|2020
13,person,110,1008,17,1054,138,23:22:22,02|Dec|2020
28,person,110,1731,457,1830,687,23:22:22,02|Dec|2020
2,person,111,985,118,1045,271,23:22:22,02|Dec|2020
3,person,111,1590,945,1680,1080,23:22:22,02|Dec|2020
4,person,111,1061,13,1113,142,23:22:22,02|Dec|2020
5,person,111,1050,124,1102,280,23:22:22,02|Dec|2020
6,person,111,457,669,602,946,23:22:22,02|Dec|2020
7,person,111,1662,27,1723,182,23:22:22,02|Dec|2020
12,person,111,977,632,1096,858,23:22:22,02|Dec|2020
13,person,111,1007,24,1051,140,23:22:22,02|Dec|2020
28,person,111,1728,457,1830,691,23:22:22,02|Dec|2020
2,person,112,986,118,1046,270,23:22:22,02|Dec|2020
3,person,112,1589,947,1680,1080,23:22:22,02|Dec|2020
4,person,112,1061,13,1113,140,23:22:22,02|Dec|2020
5,person,112,1051,124,1104,281,23:22:22,02|Dec|2020
6,person,112,456,670,600,946,23:22:22,02|Dec|2020
7,person,112,1663,27,1723,182,23:22:22,02|Dec|2020
12,person,112,978,630,1097,855,23:22:22,02|Dec|2020
13,person,112,1007,27,1050,141,23:22:22,02|Dec|2020
28,person,112,1727,457,1830,693,23:22:22,02|Dec|2020
2,person,113,988,116,1048,270,23:22:22,02|Dec|2020
3,person,113,1590,951,1680,1080,23:22:22,02|Dec|2020
4,person,113,1062,13,1114,138,23:22:22,02|Dec|2020
5,person,113,1053,124,1108,281,23:22:22,02|Dec|2020
6,person,113,453,676,594,943,23:22:22,02|Dec|2020
7,person,113,1664,28,1723,182,23:22:22,02|Dec|2020
12,person,113,979,627,1098,852,23:22:22,02|Dec|2020
13,person,113,1006,29,1048,142,23:22:22,02|Dec|2020
28,person,113,1723,457,1829,698,23:22:22,02|Dec|2020
2,person,114,990,113,1051,270,23:22:22,02|Dec|2020
3,person,114,1589,956,1679,1080,23:22:22,02|Dec|2020
5,person,114,1053,123,1110,282,23:22:22,02|Dec|2020
6,person,114,448,679,592,952,23:22:22,02|Dec|2020
7,person,114,1664,27,1724,182,23:22:22,02|Dec|2020
12,person,114,981,625,1100,850,23:22:22,02|Dec|2020
13,person,114,1006,25,1046,130,23:22:22,02|Dec|2020
28,person,114,1716,461,1822,703,23:22:22,02|Dec|2020
2,person,115,992,107,1054,269,23:22:22,02|Dec|2020
3,person,115,1590,961,1679,1080,23:22:22,02|Dec|2020
4,person,115,1067,18,1122,149,23:22:22,02|Dec|2020
5,person,115,1054,121,1112,283,23:22:22,02|Dec|2020
6,person,115,435,686,590,983,23:22:22,02|Dec|2020
7,person,115,1664,27,1724,183,23:22:22,02|Dec|2020
12,person,115,982,621,1101,846,23:22:22,02|Dec|2020
13,person,115,1004,25,1043,126,23:22:22,02|Dec|2020
28,person,115,1712,462,1821,709,23:22:22,02|Dec|2020
2,person,116,995,107,1056,270,23:22:22,02|Dec|2020
3,person,116,1590,964,1680,1080,23:22:22,02|Dec|2020
4,person,116,1069,18,1123,148,23:22:22,02|Dec|2020
5,person,116,1056,120,1114,283,23:22:22,02|Dec|2020
6,person,116,430,689,588,996,23:22:22,02|Dec|2020
7,person,116,1664,28,1723,182,23:22:22,02|Dec|2020
12,person,116,982,618,1103,845,23:22:22,02|Dec|2020
13,person,116,1002,31,1042,132,23:22:22,02|Dec|2020
28,person,116,1709,465,1821,718,23:22:22,02|Dec|2020
2,person,117,1000,113,1059,269,23:22:22,02|Dec|2020
3,person,117,1592,969,1679,1080,23:22:22,02|Dec|2020
4,person,117,1073,18,1128,153,23:22:22,02|Dec|2020
5,person,117,1060,119,1118,281,23:22:22,02|Dec|2020
6,person,117,425,693,584,1003,23:22:22,02|Dec|2020
7,person,117,1664,28,1723,180,23:22:22,02|Dec|2020
12,person,117,984,616,1105,843,23:22:22,02|Dec|2020
13,person,117,1000,33,1041,138,23:22:22,02|Dec|2020
28,person,117,1706,469,1819,726,23:22:22,02|Dec|2020
2,person,118,1002,115,1059,268,23:22:22,02|Dec|2020
3,person,118,1592,971,1680,1080,23:22:22,02|Dec|2020
4,person,118,1074,19,1129,154,23:22:22,02|Dec|2020
5,person,118,1062,119,1119,280,23:22:22,02|Dec|2020
6,person,118,423,695,582,1006,23:22:22,02|Dec|2020
7,person,118,1665,28,1723,179,23:22:22,02|Dec|2020
12,person,118,984,615,1106,842,23:22:22,02|Dec|2020
13,person,118,1000,34,1040,140,23:22:22,02|Dec|2020
28,person,118,1706,471,1819,729,23:22:22,02|Dec|2020
2,person,119,1003,117,1060,267,23:22:22,02|Dec|2020
3,person,119,1595,975,1682,1080,23:22:22,02|Dec|2020
4,person,119,1076,19,1131,154,23:22:22,02|Dec|2020
5,person,119,1065,118,1120,280,23:22:22,02|Dec|2020
6,person,119,420,699,576,1007,23:22:22,02|Dec|2020
7,person,119,1665,28,1723,177,23:22:22,02|Dec|2020
12,person,119,985,611,1109,842,23:22:22,02|Dec|2020
13,person,119,998,31,1040,142,23:22:22,02|Dec|2020
28,person,119,1705,473,1819,733,23:22:22,02|Dec|2020
2,person,120,1003,117,1060,267,23:22:23,02|Dec|2020
3,person,120,1597,981,1681,1080,23:22:23,02|Dec|2020
5,person,120,1068,117,1123,277,23:22:23,02|Dec|2020
6,person,120,419,704,570,1002,23:22:23,02|Dec|2020
7,person,120,1665,27,1722,175,23:22:23,02|Dec|2020
12,person,120,990,608,1116,843,23:22:23,02|Dec|2020
13,person,120,997,32,1039,143,23:22:23,02|Dec|2020
28,person,120,1704,478,1818,735,23:22:23,02|Dec|2020
2,person,121,1006,116,1063,266,23:22:23,02|Dec|2020
3,person,121,1602,985,1683,1080,23:22:23,02|Dec|2020
4,person,121,1082,13,1137,147,23:22:23,02|Dec|2020
5,person,121,1072,117,1125,274,23:22:23,02|Dec|2020
6,person,121,413,711,561,1003,23:22:23,02|Dec|2020
7,person,121,1666,26,1722,172,23:22:23,02|Dec|2020
12,person,121,995,605,1120,839,23:22:23,02|Dec|2020
13,person,121,993,35,1036,147,23:22:23,02|Dec|2020
28,person,121,1702,482,1816,739,23:22:23,02|Dec|2020
2,person,122,1014,114,1073,269,23:22:23,02|Dec|2020
3,person,122,1605,990,1682,1080,23:22:23,02|Dec|2020
4,person,122,1084,11,1138,144,23:22:23,02|Dec|2020
5,person,122,1076,118,1127,272,23:22:23,02|Dec|2020
6,person,122,409,715,554,1000,23:22:23,02|Dec|2020
7,person,122,1667,26,1722,168,23:22:23,02|Dec|2020
12,person,122,998,602,1121,836,23:22:23,02|Dec|2020
13,person,122,991,38,1034,149,23:22:23,02|Dec|2020
28,person,122,1701,486,1815,744,23:22:23,02|Dec|2020
2,person,123,1011,111,1070,266,23:22:23,02|Dec|2020
4,person,123,1086,11,1140,141,23:22:23,02|Dec|2020
5,person,123,1078,119,1128,270,23:22:23,02|Dec|2020
6,person,123,404,717,549,998,23:22:23,02|Dec|2020
7,person,123,1668,26,1722,166,23:22:23,02|Dec|2020
12,person,123,1000,600,1121,829,23:22:23,02|Dec|2020
13,person,123,987,38,1030,151,23:22:23,02|Dec|2020
28,person,123,1701,489,1814,743,23:22:23,02|Dec|2020
2,person,124,1009,110,1069,265,23:22:23,02|Dec|2020
4,person,124,1086,11,1140,140,23:22:23,02|Dec|2020
5,person,124,1079,120,1128,269,23:22:23,02|Dec|2020
6,person,124,403,718,547,997,23:22:23,02|Dec|2020
12,person,124,1000,599,1120,826,23:22:23,02|Dec|2020
13,person,124,985,38,1029,152,23:22:23,02|Dec|2020
28,person,124,1701,490,1813,742,23:22:23,02|Dec|2020
2,person,125,1010,109,1069,261,23:22:23,02|Dec|2020
4,person,125,1088,11,1142,138,23:22:23,02|Dec|2020
5,person,125,1081,120,1128,266,23:22:23,02|Dec|2020
6,person,125,402,719,543,985,23:22:23,02|Dec|2020
12,person,125,1005,594,1122,816,23:22:23,02|Dec|2020
13,person,125,984,38,1028,153,23:22:23,02|Dec|2020
28,person,125,1700,491,1813,743,23:22:23,02|Dec|2020
29,person,125,1596,1007,1684,1080,23:22:23,02|Dec|2020
2,person,126,1012,107,1071,258,23:22:23,02|Dec|2020
4,person,126,1090,10,1142,132,23:22:23,02|Dec|2020
5,person,126,1084,116,1132,266,23:22:23,02|Dec|2020
6,person,126,403,723,537,969,23:22:23,02|Dec|2020
12,person,126,1009,589,1127,812,23:22:23,02|Dec|2020
13,person,126,982,35,1028,155,23:22:23,02|Dec|2020
28,person,126,1699,492,1813,745,23:22:23,02|Dec|2020
29,person,126,1600,1013,1681,1080,23:22:23,02|Dec|2020
2,person,127,1013,105,1072,256,23:22:23,02|Dec|2020
4,person,127,1091,10,1143,132,23:22:23,02|Dec|2020
5,person,127,1086,114,1135,267,23:22:23,02|Dec|2020
6,person,127,386,724,529,988,23:22:23,02|Dec|2020
12,person,127,1012,586,1129,809,23:22:23,02|Dec|2020
13,person,127,979,34,1027,156,23:22:23,02|Dec|2020
28,person,127,1698,492,1814,748,23:22:23,02|Dec|2020
29,person,127,1603,1020,1678,1080,23:22:23,02|Dec|2020
2,person,128,1016,104,1074,254,23:22:23,02|Dec|2020
4,person,128,1091,10,1143,128,23:22:23,02|Dec|2020
5,person,128,1088,115,1136,266,23:22:23,02|Dec|2020
6,person,128,374,726,533,1022,23:22:23,02|Dec|2020
12,person,128,1015,584,1132,806,23:22:23,02|Dec|2020
13,person,128,976,31,1025,158,23:22:23,02|Dec|2020
28,person,128,1698,492,1813,748,23:22:23,02|Dec|2020
29,person,128,1606,1027,1674,1079,23:22:23,02|Dec|2020
2,person,129,1019,101,1079,253,23:22:23,02|Dec|2020
4,person,129,1091,8,1144,128,23:22:23,02|Dec|2020
5,person,129,1089,113,1138,265,23:22:23,02|Dec|2020
6,person,129,359,731,525,1046,23:22:23,02|Dec|2020
7,person,129,1674,23,1728,161,23:22:23,02|Dec|2020
12,person,129,1017,583,1135,803,23:22:23,02|Dec|2020
13,person,129,975,32,1024,158,23:22:23,02|Dec|2020
28,person,129,1697,492,1813,748,23:22:23,02|Dec|2020
29,person,129,1609,1032,1671,1080,23:22:23,02|Dec|2020
2,person,130,1021,100,1080,253,23:22:23,02|Dec|2020
4,person,130,1091,8,1144,128,23:22:23,02|Dec|2020
5,person,130,1090,112,1138,265,23:22:23,02|Dec|2020
6,person,130,354,732,522,1056,23:22:23,02|Dec|2020
7,person,130,1674,23,1728,161,23:22:23,02|Dec|2020
12,person,130,1018,582,1136,802,23:22:23,02|Dec|2020
13,person,130,975,32,1024,158,23:22:23,02|Dec|2020
28,person,130,1697,492,1812,748,23:22:23,02|Dec|2020
2,person,131,1023,101,1082,252,23:22:24,02|Dec|2020
4,person,131,1092,8,1145,126,23:22:24,02|Dec|2020
5,person,131,1090,108,1140,264,23:22:24,02|Dec|2020
6,person,131,350,738,516,1062,23:22:24,02|Dec|2020
7,person,131,1674,23,1729,160,23:22:24,02|Dec|2020
12,person,131,1019,580,1138,802,23:22:24,02|Dec|2020
13,person,131,974,33,1023,158,23:22:24,02|Dec|2020
28,person,131,1695,496,1811,752,23:22:24,02|Dec|2020
2,person,132,1024,100,1083,252,23:22:24,02|Dec|2020
4,person,132,1092,8,1146,127,23:22:24,02|Dec|2020
5,person,132,1091,104,1141,263,23:22:24,02|Dec|2020
6,person,132,348,745,510,1065,23:22:24,02|Dec|2020
7,person,132,1675,24,1729,159,23:22:24,02|Dec|2020
12,person,132,1021,578,1141,801,23:22:24,02|Dec|2020
13,person,132,973,34,1022,159,23:22:24,02|Dec|2020
28,person,132,1693,501,1810,756,23:22:24,02|Dec|2020
2,person,133,1025,99,1085,251,23:22:24,02|Dec|2020
4,person,133,1094,8,1147,125,23:22:24,02|Dec|2020
5,person,133,1093,103,1144,260,23:22:24,02|Dec|2020
6,person,133,347,751,508,1068,23:22:24,02|Dec|2020
7,person,133,1675,24,1730,158,23:22:24,02|Dec|2020
12,person,133,1023,577,1143,797,23:22:24,02|Dec|2020
13,person,133,971,34,1021,160,23:22:24,02|Dec|2020
28,person,133,1693,506,1810,760,23:22:24,02|Dec|2020
2,person,134,1028,99,1088,253,23:22:24,02|Dec|2020
4,person,134,1095,8,1148,124,23:22:24,02|Dec|2020
5,person,134,1096,99,1146,261,23:22:24,02|Dec|2020
6,person,134,343,762,500,1071,23:22:24,02|Dec|2020
7,person,134,1676,23,1731,158,23:22:24,02|Dec|2020
12,person,134,1026,576,1145,795,23:22:24,02|Dec|2020
13,person,134,969,36,1017,160,23:22:24,02|Dec|2020
28,person,134,1690,512,1808,763,23:22:24,02|Dec|2020
2,person,135,1030,99,1090,253,23:22:24,02|Dec|2020
4,person,135,1100,9,1147,111,23:22:24,02|Dec|2020
5,person,135,1098,99,1149,260,23:22:24,02|Dec|2020
6,person,135,338,768,492,1074,23:22:24,02|Dec|2020
7,person,135,1676,22,1732,157,23:22:24,02|Dec|2020
12,person,135,1029,574,1148,791,23:22:24,02|Dec|2020
13,person,135,968,39,1016,159,23:22:24,02|Dec|2020
28,person,135,1689,517,1807,768,23:22:24,02|Dec|2020
2,person,136,1030,99,1091,253,23:22:24,02|Dec|2020
4,person,136,1101,9,1147,106,23:22:24,02|Dec|2020
5,person,136,1099,99,1150,260,23:22:24,02|Dec|2020
6,person,136,336,770,490,1074,23:22:24,02|Dec|2020
7,person,136,1676,22,1732,157,23:22:24,02|Dec|2020
12,person,136,1030,573,1149,790,23:22:24,02|Dec|2020
13,person,136,968,43,1016,164,23:22:24,02|Dec|2020
28,person,136,1688,519,1807,770,23:22:24,02|Dec|2020
2,person,137,1032,98,1093,253,23:22:24,02|Dec|2020
4,person,137,1102,7,1149,106,23:22:24,02|Dec|2020
5,person,137,1102,98,1152,258,23:22:24,02|Dec|2020
6,person,137,330,772,483,1074,23:22:24,02|Dec|2020
7,person,137,1677,19,1732,156,23:22:24,02|Dec|2020
12,person,137,1034,569,1152,785,23:22:24,02|Dec|2020
13,person,137,968,47,1015,165,23:22:24,02|Dec|2020
28,person,137,1687,522,1805,771,23:22:24,02|Dec|2020
2,person,138,1033,95,1094,251,23:22:24,02|Dec|2020
4,person,138,1102,2,1151,106,23:22:24,02|Dec|2020
5,person,138,1105,99,1154,257,23:22:24,02|Dec|2020
6,person,138,322,774,472,1073,23:22:24,02|Dec|2020
7,person,138,1677,18,1733,155,23:22:24,02|Dec|2020
12,person,138,1036,567,1153,780,23:22:24,02|Dec|2020
13,person,138,965,47,1014,168,23:22:24,02|Dec|2020
28,person,138,1686,526,1803,774,23:22:24,02|Dec|2020
2,person,139,1035,92,1095,248,23:22:24,02|Dec|2020
4,person,139,1103,1,1152,104,23:22:24,02|Dec|2020
5,person,139,1108,99,1158,255,23:22:24,02|Dec|2020
6,person,139,316,776,465,1074,23:22:24,02|Dec|2020
7,person,139,1678,17,1733,154,23:22:24,02|Dec|2020
12,person,139,1038,562,1157,777,23:22:24,02|Dec|2020
13,person,139,962,47,1012,171,23:22:24,02|Dec|2020
28,person,139,1684,529,1801,778,23:22:24,02|Dec|2020
2,person,140,1037,90,1097,247,23:22:24,02|Dec|2020
4,person,140,1099,0,1158,125,23:22:24,02|Dec|2020
5,person,140,1111,102,1160,254,23:22:24,02|Dec|2020
6,person,140,312,781,460,1074,23:22:24,02|Dec|2020
12,person,140,1040,557,1158,769,23:22:24,02|Dec|2020
13,person,140,960,46,1010,172,23:22:24,02|Dec|2020
17,person,140,645,96,712,263,23:22:24,02|Dec|2020
28,person,140,1680,530,1799,783,23:22:24,02|Dec|2020
2,person,141,1039,91,1098,245,23:22:24,02|Dec|2020
4,person,141,1099,0,1160,133,23:22:24,02|Dec|2020
5,person,141,1112,101,1161,252,23:22:24,02|Dec|2020
6,person,141,309,787,457,1076,23:22:24,02|Dec|2020
12,person,141,1042,553,1161,767,23:22:24,02|Dec|2020
13,person,141,958,45,1009,171,23:22:24,02|Dec|2020
17,person,141,648,95,714,261,23:22:24,02|Dec|2020
28,person,141,1678,533,1794,778,23:22:24,02|Dec|2020
30,person,141,4,591,53,791,23:22:24,02|Dec|2020
2,person,142,1040,91,1099,244,23:22:25,02|Dec|2020
4,person,142,1099,0,1160,136,23:22:25,02|Dec|2020
5,person,142,1113,101,1162,251,23:22:25,02|Dec|2020
6,person,142,308,789,456,1075,23:22:25,02|Dec|2020
12,person,142,1042,552,1161,767,23:22:25,02|Dec|2020
13,person,142,958,45,1008,171,23:22:25,02|Dec|2020
28,person,142,1678,534,1793,777,23:22:25,02|Dec|2020
30,person,142,4,594,53,790,23:22:25,02|Dec|2020
2,person,143,1042,90,1100,244,23:22:25,02|Dec|2020
4,person,143,1100,0,1161,137,23:22:25,02|Dec|2020
5,person,143,1114,102,1163,249,23:22:25,02|Dec|2020
6,person,143,305,792,454,1076,23:22:25,02|Dec|2020
12,person,143,1048,551,1167,766,23:22:25,02|Dec|2020
13,person,143,958,49,1007,171,23:22:25,02|Dec|2020
28,person,143,1674,534,1793,783,23:22:25,02|Dec|2020
30,person,143,3,592,52,790,23:22:25,02|Dec|2020
2,person,144,1044,89,1103,244,23:22:25,02|Dec|2020
4,person,144,1101,-1,1162,138,23:22:25,02|Dec|2020
5,person,144,1116,102,1164,247,23:22:25,02|Dec|2020
6,person,144,300,795,452,1079,23:22:25,02|Dec|2020
7,person,144,1679,14,1737,155,23:22:25,02|Dec|2020
12,person,144,1051,550,1168,763,23:22:25,02|Dec|2020
13,person,144,956,48,1005,170,23:22:25,02|Dec|2020
28,person,144,1672,534,1791,785,23:22:25,02|Dec|2020
30,person,144,1,566,57,789,23:22:25,02|Dec|2020
2,person,145,1047,87,1105,240,23:22:25,02|Dec|2020
5,person,145,1121,101,1168,244,23:22:25,02|Dec|2020
6,person,145,288,805,435,1080,23:22:25,02|Dec|2020
7,person,145,1680,13,1737,155,23:22:25,02|Dec|2020
12,person,145,1053,549,1170,763,23:22:25,02|Dec|2020
13,person,145,953,47,1002,169,23:22:25,02|Dec|2020
28,person,145,1668,536,1790,795,23:22:25,02|Dec|2020
30,person,145,2,555,61,790,23:22:25,02|Dec|2020
2,person,146,1051,85,1109,239,23:22:25,02|Dec|2020
5,person,146,1123,100,1170,243,23:22:25,02|Dec|2020
6,person,146,281,814,424,1078,23:22:25,02|Dec|2020
7,person,146,1680,12,1738,156,23:22:25,02|Dec|2020
12,person,146,1055,548,1172,761,23:22:25,02|Dec|2020
13,person,146,952,48,1000,170,23:22:25,02|Dec|2020
28,person,146,1666,537,1789,801,23:22:25,02|Dec|2020
30,person,146,2,546,65,792,23:22:25,02|Dec|2020
2,person,147,1053,84,1111,237,23:22:25,02|Dec|2020
5,person,147,1124,97,1172,244,23:22:25,02|Dec|2020
6,person,147,277,814,421,1078,23:22:25,02|Dec|2020
7,person,147,1680,11,1738,156,23:22:25,02|Dec|2020
12,person,147,1056,547,1173,761,23:22:25,02|Dec|2020
13,person,147,948,48,997,172,23:22:25,02|Dec|2020
28,person,147,1663,539,1789,810,23:22:25,02|Dec|2020
30,person,147,3,543,67,793,23:22:25,02|Dec|2020
2,person,148,1054,83,1112,236,23:22:25,02|Dec|2020
5,person,148,1124,95,1173,244,23:22:25,02|Dec|2020
6,person,148,275,815,421,1078,23:22:25,02|Dec|2020
7,person,148,1680,11,1737,156,23:22:25,02|Dec|2020
12,person,148,1056,546,1174,761,23:22:25,02|Dec|2020
13,person,148,947,48,996,172,23:22:25,02|Dec|2020
28,person,148,1662,540,1788,813,23:22:25,02|Dec|2020
30,person,148,3,542,68,793,23:22:25,02|Dec|2020
2,person,149,1057,83,1115,236,23:22:25,02|Dec|2020
5,person,149,1125,95,1174,243,23:22:25,02|Dec|2020
6,person,149,271,821,416,1075,23:22:25,02|Dec|2020
7,person,149,1680,11,1738,156,23:22:25,02|Dec|2020
12,person,149,1056,544,1174,761,23:22:25,02|Dec|2020
13,person,149,946,50,995,173,23:22:25,02|Dec|2020
28,person,149,1660,541,1788,820,23:22:25,02|Dec|2020
30,person,149,4,541,70,792,23:22:25,02|Dec|2020
2,person,150,1058,82,1117,237,23:22:25,02|Dec|2020
5,person,150,1128,95,1176,242,23:22:25,02|Dec|2020
6,person,150,263,828,407,1076,23:22:25,02|Dec|2020
12,person,150,1057,541,1175,756,23:22:25,02|Dec|2020
13,person,150,945,52,993,174,23:22:25,02|Dec|2020
28,person,150,1659,545,1787,826,23:22:25,02|Dec|2020
30,person,150,8,536,76,788,23:22:25,02|Dec|2020
2,person,151,1060,84,1118,236,23:22:25,02|Dec|2020
5,person,151,1129,93,1178,243,23:22:25,02|Dec|2020
6,person,151,257,836,399,1078,23:22:25,02|Dec|2020
12,person,151,1057,536,1177,753,23:22:25,02|Dec|2020
13,person,151,944,55,992,174,23:22:25,02|Dec|2020
17,person,151,672,98,733,255,23:22:25,02|Dec|2020
28,person,151,1658,550,1784,830,23:22:25,02|Dec|2020
30,person,151,10,532,80,786,23:22:25,02|Dec|2020
2,person,152,1060,83,1119,239,23:22:25,02|Dec|2020
5,person,152,1131,93,1180,242,23:22:25,02|Dec|2020
6,person,152,252,840,396,1079,23:22:25,02|Dec|2020
7,person,152,1682,9,1737,147,23:22:25,02|Dec|2020
12,person,152,1060,532,1178,745,23:22:25,02|Dec|2020
13,person,152,943,56,990,174,23:22:25,02|Dec|2020
17,person,152,674,98,733,253,23:22:25,02|Dec|2020
28,person,152,1658,557,1782,835,23:22:25,02|Dec|2020
30,person,152,11,530,84,785,23:22:25,02|Dec|2020
2,person,153,1061,82,1121,239,23:22:26,02|Dec|2020
4,person,153,1122,0,1174,117,23:22:26,02|Dec|2020
5,person,153,1133,93,1181,241,23:22:26,02|Dec|2020
6,person,153,244,842,390,1079,23:22:26,02|Dec|2020
7,person,153,1683,8,1737,145,23:22:26,02|Dec|2020
12,person,153,1062,527,1181,740,23:22:26,02|Dec|2020
13,person,153,941,56,989,175,23:22:26,02|Dec|2020
17,person,153,676,96,734,250,23:22:26,02|Dec|2020
28,person,153,1657,560,1782,840,23:22:26,02|Dec|2020
30,person,153,12,529,88,784,23:22:26,02|Dec|2020
2,person,154,1060,81,1121,239,23:22:26,02|Dec|2020
4,person,154,1123,0,1175,116,23:22:26,02|Dec|2020
5,person,154,1134,93,1182,241,23:22:26,02|Dec|2020
6,person,154,241,843,388,1079,23:22:26,02|Dec|2020
7,person,154,1683,7,1737,144,23:22:26,02|Dec|2020
12,person,154,1062,526,1182,739,23:22:26,02|Dec|2020
13,person,154,940,56,988,175,23:22:26,02|Dec|2020
17,person,154,677,96,734,249,23:22:26,02|Dec|2020
28,person,154,1657,562,1781,842,23:22:26,02|Dec|2020
30,person,154,12,528,91,784,23:22:26,02|Dec|2020
2,person,155,1062,81,1122,235,23:22:26,02|Dec|2020
4,person,155,1126,0,1178,115,23:22:26,02|Dec|2020
5,person,155,1135,92,1182,236,23:22:26,02|Dec|2020
6,person,155,239,845,389,1080,23:22:26,02|Dec|2020
